Song,Artist,Popularity,URI
It Feel Different,Young Dolph,46,3HiuzBlSW7pGDXlSFMhO2g
Baby Joker,Young Dolph,49,3HiuzBlSW7pGDXlSFMhO2g
Juicy,Doja Cat,72,5cj0lLjcoR7YOSnhnX0Po5
Guess What?,Key Glock,45,0RESbWvOMyua0yuyVrztJ5
Reflection,Adot,45,1ErzdgsL12unJZsJkqq85H
Chill,Young Dolph,44,3HiuzBlSW7pGDXlSFMhO2g
Pride,Kodak Black,30,46SHBwWsqBkxI7EeeBEQG7
Monster,Kanye West,73,5K4W6rqBFWDnAN6FQUkS6x
Back At It,Key Glock,44,0RESbWvOMyua0yuyVrztJ5
Cutthroat Committee,Young Dolph,49,3HiuzBlSW7pGDXlSFMhO2g
What's Wrong,Key Glock,38,0RESbWvOMyua0yuyVrztJ5
Crashin' Out,Young Dolph,54,3HiuzBlSW7pGDXlSFMhO2g
Dum & Dummer,Young Dolph,46,3HiuzBlSW7pGDXlSFMhO2g
Penguins,Young Dolph,56,3HiuzBlSW7pGDXlSFMhO2g
What u see is what u get,Young Dolph,59,3HiuzBlSW7pGDXlSFMhO2g
In GLOCK we trust,Key Glock,60,0RESbWvOMyua0yuyVrztJ5
Coordinate,Young Dolph,49,3HiuzBlSW7pGDXlSFMhO2g
I'm The Type,Key Glock,41,0RESbWvOMyua0yuyVrztJ5
I Can Show You,Lil Uzi Vert,57,4O15NlyKLIASxsJ0PrXPfz
RAIN RAIN,Young Dolph,56,3HiuzBlSW7pGDXlSFMhO2g
Somethin' Else,Young Dolph,44,3HiuzBlSW7pGDXlSFMhO2g
Yeeh Yeeh,Young Dolph,47,3HiuzBlSW7pGDXlSFMhO2g
Buddy Love,Young Dolph,48,3HiuzBlSW7pGDXlSFMhO2g
Nintendo,Key Glock,41,0RESbWvOMyua0yuyVrztJ5
Sleep With The Roaches,Young Dolph,45,3HiuzBlSW7pGDXlSFMhO2g
Move Around,Key Glock,52,0RESbWvOMyua0yuyVrztJ5
Hashtag,Young Dolph,44,3HiuzBlSW7pGDXlSFMhO2g
Pot Of Gold,Young Dolph,40,3HiuzBlSW7pGDXlSFMhO2g
A Goat & A Dolphin,Young Dolph,56,3HiuzBlSW7pGDXlSFMhO2g
Dummest & the Dummest,Young Dolph,46,3HiuzBlSW7pGDXlSFMhO2g
Hot Box,Big Yavo,50,3PGiywHOqNwJ1bv4S3fgZF
Fresh As Fuck,Young Nudy,49,5yPzzu25VzEk8qrGTLIrE1
Lunch Meat,Young Nudy,44,5yPzzu25VzEk8qrGTLIrE1
My Gang,Young Nudy,44,5yPzzu25VzEk8qrGTLIrE1
No Chaser,Young Nudy,40,5yPzzu25VzEk8qrGTLIrE1
Ready,Young Nudy,45,5yPzzu25VzEk8qrGTLIrE1
Sick of Slime,Young Nudy,39,5yPzzu25VzEk8qrGTLIrE1
Duntsane,Young Nudy,51,5yPzzu25VzEk8qrGTLIrE1
Project X,Young Nudy,53,5yPzzu25VzEk8qrGTLIrE1
Immaculate,$NOT,57,5IbEL2xjRtKsunfmsahLuO
Friends & Family,NAV,57,7rkW85dBwwrJtlHRDkJDAC
Turn & Twist,NAV,32,7rkW85dBwwrJtlHRDkJDAC
Baby Pluto,Lil Uzi Vert,53,4O15NlyKLIASxsJ0PrXPfz
Lo Mein,Lil Uzi Vert,53,4O15NlyKLIASxsJ0PrXPfz
Silly Watch,Lil Uzi Vert,56,4O15NlyKLIASxsJ0PrXPfz
POP,Lil Uzi Vert,48,4O15NlyKLIASxsJ0PrXPfz
You Better Move,Lil Uzi Vert,47,4O15NlyKLIASxsJ0PrXPfz
Homecoming,Kanye West,1,5K4W6rqBFWDnAN6FQUkS6x
I'm Sorry,Lil Uzi Vert,47,4O15NlyKLIASxsJ0PrXPfz
Celebration Station,Lil Uzi Vert,49,4O15NlyKLIASxsJ0PrXPfz
Bigger Than Life,Lil Uzi Vert,50,4O15NlyKLIASxsJ0PrXPfz
Chrome Heart Tags,Lil Uzi Vert,47,4O15NlyKLIASxsJ0PrXPfz
Bust Me,Lil Uzi Vert,46,4O15NlyKLIASxsJ0PrXPfz
Prices,Lil Uzi Vert,52,4O15NlyKLIASxsJ0PrXPfz
Urgency (feat. Syd),Lil Uzi Vert,42,4O15NlyKLIASxsJ0PrXPfz
Venetia,Lil Uzi Vert,50,4O15NlyKLIASxsJ0PrXPfz
Secure The Bag,Lil Uzi Vert,46,4O15NlyKLIASxsJ0PrXPfz
P2,Lil Uzi Vert,52,4O15NlyKLIASxsJ0PrXPfz
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,50,4O15NlyKLIASxsJ0PrXPfz
That Way - Bonus Track,Lil Uzi Vert,50,4O15NlyKLIASxsJ0PrXPfz
Everywhere I go,The Yung Goat,37,0BYFLeqbCiBcF4GATMWbkd
Fallin,Lil Tecca,51,4Ga1P7PMIsmqEZqhYZQgDo
Fa Nun (Tune),luckisgut,5,7ljDT4J3pmf4CoQ3cYCryV
PIKACHU,The Kid LAROI,0,2tIP7SsRs7vjIcLrU85W8J
SO DONE,The Kid LAROI,2,2tIP7SsRs7vjIcLrU85W8J
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI,3,2tIP7SsRs7vjIcLrU85W8J
Feeling Like Dennis,BigXthaPlug,64,6qxpnaukVayrQn6ViNvu9I
You Wouldn't Understand,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Wandered To LA (with Justin Bieber),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Eminem Speaks,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Juice WRLD Speaks,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Juice WRLD Speaks 2,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Girl Of My Dreams (with SUGA of BTS),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Sometimes,Juice WRLD,41,4MCBfE4596Uoi2O4DtmEMz
Go Hard 2.0,Juice WRLD,62,4MCBfE4596Uoi2O4DtmEMz
Murder Rate (feat. Polo G),Blueface,50,3Fl1V19tmjt57oBdxXKAjJ
"Save Me, Please",Trippie Redd,62,6Xgp2XMz1fhVYe7i6yNAax
Fish Scale,YoungBoy Never Broke Again,60,7wlFDEWiM5OoIAt8RSli8b
MADE MY DAY,LUCKI,56,5tQMB0cuNXdCtzovGt55uD
GEEKED N BLESSED,LUCKI,44,5tQMB0cuNXdCtzovGt55uD
BEEN A MINUTE,LUCKI,50,5tQMB0cuNXdCtzovGt55uD
13,LUCKI,62,5tQMB0cuNXdCtzovGt55uD
ARCHIVE CELINE,LUCKI,50,5tQMB0cuNXdCtzovGt55uD
HOW TF?!,LUCKI,50,5tQMB0cuNXdCtzovGt55uD
DNA,Danny Brown,41,7aA592KWirLsnfb5ulGWvU
GOODFELLAS,LUCKI,61,5tQMB0cuNXdCtzovGt55uD
"I GET IT, TWIN",LUCKI,48,5tQMB0cuNXdCtzovGt55uD
VVS KEYSKI,LUCKI,49,5tQMB0cuNXdCtzovGt55uD
BRAZY WEEKEND,LUCKI,47,5tQMB0cuNXdCtzovGt55uD
DROUGHTSKI,LUCKI,48,5tQMB0cuNXdCtzovGt55uD
LIFE MOCKS ART,LUCKI,47,5tQMB0cuNXdCtzovGt55uD
NOTICED YA,LUCKI,51,5tQMB0cuNXdCtzovGt55uD
10 P.M IN LNDN,LUCKI,46,5tQMB0cuNXdCtzovGt55uD
OUT OF LVE,LUCKI,47,5tQMB0cuNXdCtzovGt55uD
ON POINT,LUCKI,46,5tQMB0cuNXdCtzovGt55uD
FREE SEX!,LUCKI,48,5tQMB0cuNXdCtzovGt55uD
MY WAY / CODEINE COWBOY,LUCKI,49,5tQMB0cuNXdCtzovGt55uD
Super Urus - Bonus,LUCKI,61,5tQMB0cuNXdCtzovGt55uD
Y NOT? - Bonus,LUCKI,57,5tQMB0cuNXdCtzovGt55uD
Florida Water (feat. Luh Tyler),Danny Towers,66,4e5oZygHeeRoTXc00gYWiu
Flowcaine,Marco XO,35,5QQDdATA7gqVa1v6g6nP62
Galaxy,JID,57,6U3ybJ9UHNKEdsH7ktGBZ7
Raydar,JID,67,6U3ybJ9UHNKEdsH7ktGBZ7
Dance Now (feat. Kenny Mason),JID,73,6U3ybJ9UHNKEdsH7ktGBZ7
Crack Sandwich,JID,61,6U3ybJ9UHNKEdsH7ktGBZ7
Can’t Punk Me (feat. EARTHGANG),JID,61,6U3ybJ9UHNKEdsH7ktGBZ7
Surround Sound (feat. 21 Savage & Baby Tate),JID,2,6U3ybJ9UHNKEdsH7ktGBZ7
Kody Blu 31,JID,65,6U3ybJ9UHNKEdsH7ktGBZ7
Bruddanem (feat. Lil Durk),JID,63,6U3ybJ9UHNKEdsH7ktGBZ7
Sistanem,JID,60,6U3ybJ9UHNKEdsH7ktGBZ7
Can’t Make U Change (feat. Ari Lennox),JID,57,6U3ybJ9UHNKEdsH7ktGBZ7
Stars (feat. Yasiin Bey),JID,65,6U3ybJ9UHNKEdsH7ktGBZ7
Just In Time (feat. Lil Wayne & Kenny Mason),JID,60,6U3ybJ9UHNKEdsH7ktGBZ7
Money,JID,56,6U3ybJ9UHNKEdsH7ktGBZ7
Better Days (feat. Johnta Austin),JID,55,6U3ybJ9UHNKEdsH7ktGBZ7
Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane),JID,57,6U3ybJ9UHNKEdsH7ktGBZ7
FREDDY VS JASON,Jxhseh,55,66NVuzqdDSFyRWdjtO20U3
Go Get It,Warhol.SS,1,3O7mUqVuHmLJqHXbFiQY62
Of Course You Won't,LUCKI,51,5tQMB0cuNXdCtzovGt55uD
Believe the Hype,LUCKI,52,5tQMB0cuNXdCtzovGt55uD
Geek Monster,LUCKI,50,5tQMB0cuNXdCtzovGt55uD
Interlude,Lil Wayne,50,55Aa2cqylxrFIXC767Z865
Peach Dream,LUCKI,58,5tQMB0cuNXdCtzovGt55uD
Let's See,LUCKI,47,5tQMB0cuNXdCtzovGt55uD
2012 Summer,LUCKI,56,5tQMB0cuNXdCtzovGt55uD
2 Easy - Give Up,LUCKI,47,5tQMB0cuNXdCtzovGt55uD
4 - U - City Girl,LUCKI,48,5tQMB0cuNXdCtzovGt55uD
3D Outro,LUCKI,49,5tQMB0cuNXdCtzovGt55uD
FRIDAY,Michiganmadex3,3,1taACsfxlD6NLa6X0WcDwp
From Nothing,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Game,soundclout,0,6rzqQAq2Infu6FIJ1VjvnR
Gang,YNW Melly,47,1cNDP5yjU5vjeR8qMf4grg
Broke phone (feat. Lucki),Veeze,54,0B3kMiB21aPQlKumGDr4c7
Dirty Game,LilCJ Kasino,0,4pORMflJEUW1OYfNgiMLH5
Get Away,The Internet,56,7GN9PivdemQRKjDt4z5Zv8
Get Silly - Remix,SamSantana,7,7hNkwR5bZUDhUQozxSTtLf
back at it,Gunna,69,2hlmm7s2ICUX0LVIhVFlZQ
idk nomore,Gunna,64,2hlmm7s2ICUX0LVIhVFlZQ
paybach,Gunna,65,2hlmm7s2ICUX0LVIhVFlZQ
born rich,Gunna,64,2hlmm7s2ICUX0LVIhVFlZQ
go crazy,Gunna,69,2hlmm7s2ICUX0LVIhVFlZQ
bread & butter,Gunna,71,2hlmm7s2ICUX0LVIhVFlZQ
i was just thinking,Gunna,63,2hlmm7s2ICUX0LVIhVFlZQ
alright,Gunna,63,2hlmm7s2ICUX0LVIhVFlZQ
Since 6ix,Key Glock,66,0RESbWvOMyua0yuyVrztJ5
Life Is Great,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Prime,Key Glock,40,0RESbWvOMyua0yuyVrztJ5
Clowns,Key Glock,46,0RESbWvOMyua0yuyVrztJ5
Dope,Key Glock,44,0RESbWvOMyua0yuyVrztJ5
Talk My Shit,Key Glock,40,0RESbWvOMyua0yuyVrztJ5
Maybach,Key Glock,42,0RESbWvOMyua0yuyVrztJ5
Yea!!,Key Glock,43,0RESbWvOMyua0yuyVrztJ5
Bottom of the Pot,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Crazy,Tropico,29,45aK3Kdjq2X6lDuBURMGKg
Once Upon a Time,Key Glock,39,0RESbWvOMyua0yuyVrztJ5
Walking Ticket,Key Glock,38,0RESbWvOMyua0yuyVrztJ5
Blessed,Key Glock,36,0RESbWvOMyua0yuyVrztJ5
Dirt,Key Glock,55,0RESbWvOMyua0yuyVrztJ5
Work,Rihanna,0,5pKCCKE2ajJHZ9KAiaK11H
Randy Orton,Key Glock,49,0RESbWvOMyua0yuyVrztJ5
Chromosomes,Key Glock,51,0RESbWvOMyua0yuyVrztJ5
2 For 1,Key Glock,49,0RESbWvOMyua0yuyVrztJ5
Pop My Shit,Key Glock,48,0RESbWvOMyua0yuyVrztJ5
Designer Down,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Key Rex,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
In & Outta Town,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Fuck Dat Shit,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Money Over Hoes,Key Glock,46,0RESbWvOMyua0yuyVrztJ5
Ratchet,Key Glock,47,0RESbWvOMyua0yuyVrztJ5
Homicide Gvng,Key Glock,46,0RESbWvOMyua0yuyVrztJ5
Fuck A Feature,Key Glock,46,0RESbWvOMyua0yuyVrztJ5
No Hook,Key Glock,67,0RESbWvOMyua0yuyVrztJ5
MaMa Said,Key Glock,56,0RESbWvOMyua0yuyVrztJ5
Presidential Rolex,Key Glock,66,0RESbWvOMyua0yuyVrztJ5
Lean Habits,Key Glock,58,0RESbWvOMyua0yuyVrztJ5
Last Man Standing,Key Glock,57,0RESbWvOMyua0yuyVrztJ5
Beautiful Pain (Losin My Mind),Polo G,66,6AgTAQt8XS6jRWi4sX7w49
No Matter What,Polo G,55,6AgTAQt8XS6jRWi4sX7w49
Relentless,Polo G,56,6AgTAQt8XS6jRWi4sX7w49
DND,tønejustdied,23,5QlahVwsgQNtftpHbMr6eG
Chinatown,Polo G,54,6AgTAQt8XS6jRWi4sX7w49
No Debate (feat. Young Thug),NAV,50,7rkW85dBwwrJtlHRDkJDAC
Spend It (feat. Young Thug),NAV,40,7rkW85dBwwrJtlHRDkJDAC
Turks (with Gunna & ft. Travis Scott),NAV,67,7rkW85dBwwrJtlHRDkJDAC
Brown Boy,NAV,41,7rkW85dBwwrJtlHRDkJDAC
Status (feat. Lil Uzi Vert),NAV,46,7rkW85dBwwrJtlHRDkJDAC
Recap (feat. Don Toliver),NAV,61,7rkW85dBwwrJtlHRDkJDAC
Overdose,Future,42,1RyvyyTE3xzB2ZywiAwp0i
No Ice (feat. Lil Durk),NAV,31,7rkW85dBwwrJtlHRDkJDAC
Proud Of Me?,NAV,30,7rkW85dBwwrJtlHRDkJDAC
Rock Solid (feat. Gunna & Demon Child),Yak Gotti,34,0dvFTsuG02c4cRbcSQ8zE6
Twin Nem (feat. Lil Durk),King Von,62,6QtgPSJPSzcnn7dPZ4VINp
Pancake,Young Nudy,56,5yPzzu25VzEk8qrGTLIrE1
Pot Roast (feat. Key Glock),Young Nudy,58,5yPzzu25VzEk8qrGTLIrE1
M.R.E.,Young Nudy,48,5yPzzu25VzEk8qrGTLIrE1
McChicken,Young Nudy,48,5yPzzu25VzEk8qrGTLIrE1
Okra,Young Nudy,52,5yPzzu25VzEk8qrGTLIrE1
Peaches & Eggplants (feat. 21 Savage),Young Nudy,80,5yPzzu25VzEk8qrGTLIrE1
Shrimp,Young Nudy,48,5yPzzu25VzEk8qrGTLIrE1
Duck Meat,Young Nudy,47,5yPzzu25VzEk8qrGTLIrE1
Hot Grease,Young Nudy,46,5yPzzu25VzEk8qrGTLIrE1
Passion Fruit,Young Nudy,59,5yPzzu25VzEk8qrGTLIrE1
HATE IT OR LOVE IT,DC The Don,0,3YYbAExunnHv5pW7GUZefk
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,76,6jGMq4yGs7aQzuGsMgVgZR
Heartless (feat. Mustard),Polo G,71,6AgTAQt8XS6jRWi4sX7w49
Hell Yeah,SoFaygo,64,2SJhf6rTOU53g8yBdAjPby
On Time (with John Legend),Metro Boomin,71,0iEtIxbK0KxaSlF7G42ZOp
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,87,0iEtIxbK0KxaSlF7G42ZOp
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,89,0iEtIxbK0KxaSlF7G42ZOp
Raindrops (Insane) [with Travis Scott],Metro Boomin,78,0iEtIxbK0KxaSlF7G42ZOp
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,74,0iEtIxbK0KxaSlF7G42ZOp
Trance (with Travis Scott & Young Thug),Metro Boomin,89,0iEtIxbK0KxaSlF7G42ZOp
Around Me (feat. Don Toliver),Metro Boomin,79,0iEtIxbK0KxaSlF7G42ZOp
Metro Spider (with Young Thug),Metro Boomin,73,0iEtIxbK0KxaSlF7G42ZOp
I Can't Save You (Interlude) [with Future & feat. Don Toliver],Metro Boomin,76,0iEtIxbK0KxaSlF7G42ZOp
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,93,0iEtIxbK0KxaSlF7G42ZOp
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,82,0iEtIxbK0KxaSlF7G42ZOp
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin,71,0iEtIxbK0KxaSlF7G42ZOp
Lock On Me (with Travis Scott & Future),Metro Boomin,69,0iEtIxbK0KxaSlF7G42ZOp
Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),Metro Boomin,73,0iEtIxbK0KxaSlF7G42ZOp
All The Money (with Gunna) [Bonus],Metro Boomin,70,0iEtIxbK0KxaSlF7G42ZOp
Hit It From The Back,$lux,16,1y7JbtkmLaYKHhhe7hK9In
Blame on Me,J.I the Prince of N.Y,46,2eqoJbzUGDwys5ENUkbT3h
Man Now,G Herbo,50,5QdEbQJ3ylBnc3gsIASAT5
break da law,21 Savage,50,1URnnhqYAYcrqrcwql10ft
a&t,21 Savage,46,1URnnhqYAYcrqrcwql10ft
pad lock,21 Savage,68,1URnnhqYAYcrqrcwql10ft
if looks could kill,Destroy Lonely,70,1HPW4jeRjXBFRoUnSvBzoD
Iguanas,BLP KOSHER,47,6w60ExNMjs0gd4ioh7GMRI
I'm Geekin,DDG,74,0WK3H9OErSn5zKOkOV5egm
Im Not In Da Streets!,Nicknxtdoor!,47,6wmeDoxassyF9KCAKwHcVi
Shoot It Myself (feat. Future),EST Gee,64,4FlG0V0jhLO4qGpayFOphj
Backstage Passes (feat. Jack Harlow),EST Gee,67,4FlG0V0jhLO4qGpayFOphj
Inferno,BLP KOSHER,53,6w60ExNMjs0gd4ioh7GMRI
Inferno 2,BLP KOSHER,55,6w60ExNMjs0gd4ioh7GMRI
Different,Lil Double 0,35,4uKEP0JYfpFtngWlgViewd
Stand On It,Lil Baby,65,5f7VJjfbwm532GiveGC0ZK
Heyy,Lil Baby,65,5f7VJjfbwm532GiveGC0ZK
Perfect Timing,Lil Baby,60,5f7VJjfbwm532GiveGC0ZK
Forever (feat. Fridayy),Lil Baby,74,5f7VJjfbwm532GiveGC0ZK
In A Minute,Lil Baby,69,5f7VJjfbwm532GiveGC0ZK
Waterfall Flow,Lil Baby,58,5f7VJjfbwm532GiveGC0ZK
Double Down,Lil Baby,58,5f7VJjfbwm532GiveGC0ZK
Cost To Be Alive (feat. Rylo Rodriguez),Lil Baby,58,5f7VJjfbwm532GiveGC0ZK
Top Priority,Lil Baby,58,5f7VJjfbwm532GiveGC0ZK
Danger,Lil Baby,57,5f7VJjfbwm532GiveGC0ZK
Stop Playin (feat. Jeremih),Lil Baby,54,5f7VJjfbwm532GiveGC0ZK
FR,Lil Baby,60,5f7VJjfbwm532GiveGC0ZK
Shiest Talk (feat. Pooh Shiesty),Lil Baby,60,5f7VJjfbwm532GiveGC0ZK
No Fly Zone,Lil Baby,54,5f7VJjfbwm532GiveGC0ZK
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,80,5FxD8fkQZ6KcsSYupDVoSO
Wake up,Michiganmadex3,2,1taACsfxlD6NLa6X0WcDwp
JUST FRIENDS ?,Eem Triplin,60,5kxnZh8gXyXdIvCWbDMevT
Kappa,4PFFBABY,38,4yBzbGGeSxMZxpzMN5q2mo
Been pipe,LilCJ Kasino,18,4pORMflJEUW1OYfNgiMLH5
Fuck It,Young Dolph,55,3HiuzBlSW7pGDXlSFMhO2g
KISS N' TELL (feat. Dro Kenji),Mike Dimes,56,6rIaHuCIUu32uj2CjlEBN3
Knockout,Cfn58babyt,40,2DyAiHlstdomxE0Mp46TY2
Spida Ma Hoodie,Petr,2,7e8mzicTUvzIjS4CEA31z6
Thump Shit,42 Dugg,60,45gHcnDnMC15sgx3VL7ROG
Lost Soul Survivor,YoungBoy Never Broke Again,54,7wlFDEWiM5OoIAt8RSli8b
Home Ain't Home (feat. Rod Wave),YoungBoy Never Broke Again,66,7wlFDEWiM5OoIAt8RSli8b
Don’t Rate Me (feat. Quavo),YoungBoy Never Broke Again,50,7wlFDEWiM5OoIAt8RSli8b
I Hate YoungBoy,YoungBoy Never Broke Again,50,7wlFDEWiM5OoIAt8RSli8b
Leave Her,LUCKI,71,5tQMB0cuNXdCtzovGt55uD
Blood On My Jeans,Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
Tell Me U Luv Me (with Trippie Redd),Juice WRLD,0,4MCBfE4596Uoi2O4DtmEMz
The Light,Joey Bada$$,52,2P5sC9cVZDToPxyomzF1UH
BOOM!,Lil Yachty,50,6icQOAFXDZKsumw3YXyusw
OOPS,Lil Yachty,46,6icQOAFXDZKsumw3YXyusw
TALK TO ME NICE,Lil Yachty,43,6icQOAFXDZKsumw3YXyusw
GET MONEY BROS.,Lil Yachty,45,6icQOAFXDZKsumw3YXyusw
COUNT ME IN,Lil Yachty,57,6icQOAFXDZKsumw3YXyusw
she ready,Lil Yachty,50,6icQOAFXDZKsumw3YXyusw
love me forever,Lil Yachty,42,6icQOAFXDZKsumw3YXyusw
DAS CAP,Lil Yachty,40,6icQOAFXDZKsumw3YXyusw
POP OUT,Lil Yachty,39,6icQOAFXDZKsumw3YXyusw
FWM,Lil Yachty,41,6icQOAFXDZKsumw3YXyusw
FLEX,Lil Yachty,41,6icQOAFXDZKsumw3YXyusw
WHOLE lotta GUAP,Lil Yachty,42,6icQOAFXDZKsumw3YXyusw
BABY DADDY,Lil Yachty,46,6icQOAFXDZKsumw3YXyusw
llf,Roddy Ricch,41,757aE44tKEUQEqRuT6GnEB
all good (feat. Future),Roddy Ricch,51,757aE44tKEUQEqRuT6GnEB
paid my dues (feat. Takeoff),Roddy Ricch,49,757aE44tKEUQEqRuT6GnEB
crash the party,Roddy Ricch,43,757aE44tKEUQEqRuT6GnEB
no way (feat. Jamie Foxx),Roddy Ricch,42,757aE44tKEUQEqRuT6GnEB
slow it down (feat. Ty Dolla $ign & Alex Isley),Roddy Ricch,40,757aE44tKEUQEqRuT6GnEB
man made,Roddy Ricch,41,757aE44tKEUQEqRuT6GnEB
murda one (feat. Fivio Foreign),Roddy Ricch,44,757aE44tKEUQEqRuT6GnEB
everything you need,Roddy Ricch,42,757aE44tKEUQEqRuT6GnEB
moved to miami (feat. Lil Baby),Roddy Ricch,55,757aE44tKEUQEqRuT6GnEB
don’t i (feat. Gunna),Roddy Ricch,52,757aE44tKEUQEqRuT6GnEB
bibi's interlude,Roddy Ricch,35,757aE44tKEUQEqRuT6GnEB
more than a trend,Roddy Ricch,43,757aE44tKEUQEqRuT6GnEB
late at night,Roddy Ricch,66,757aE44tKEUQEqRuT6GnEB
Locusts,BLP KOSHER,46,6w60ExNMjs0gd4ioh7GMRI
Look At Me!,XXXTENTACION,82,15UsOTVnJzReFVN1VCnxy4
Dummy Boy,Thouxanbanfauni,45,1O8X4zxUh4AdAPFttOTlLr
Feen,Luh Kel,45,24CgJHK6T7C5OmUbiLLMjJ
Who Needs Love,Trippie Redd,0,6Xgp2XMz1fhVYe7i6yNAax
6 Kiss,Trippie Redd,0,6Xgp2XMz1fhVYe7i6yNAax
Hate Me,Trippie Redd,0,6Xgp2XMz1fhVYe7i6yNAax
Bust Down Deux,Trippie Redd,45,6Xgp2XMz1fhVYe7i6yNAax
Pretty Mami,Lil Uzi Vert,49,4O15NlyKLIASxsJ0PrXPfz
XO Tour Llif3,Lil Uzi Vert,83,4O15NlyKLIASxsJ0PrXPfz
Flawlëss (feat. Lil Uzi Vert),Yeat,80,3qiHUAX7zY4Qnjx8TNUzVx
Up off X,Yeat,61,3qiHUAX7zY4Qnjx8TNUzVx
Wat it feel lykë,Yeat,63,3qiHUAX7zY4Qnjx8TNUzVx
Got it all,Yeat,56,3qiHUAX7zY4Qnjx8TNUzVx
Krank,Yeat,66,3qiHUAX7zY4Qnjx8TNUzVx
Talk,Yeat,70,3qiHUAX7zY4Qnjx8TNUzVx
Comë on,Yeat,56,3qiHUAX7zY4Qnjx8TNUzVx
Systëm,Yeat,69,3qiHUAX7zY4Qnjx8TNUzVx
Holy 1,Yeat,54,3qiHUAX7zY4Qnjx8TNUzVx
Killin ëm,Yeat,55,3qiHUAX7zY4Qnjx8TNUzVx
Aww Shit,Shoreline Mafia,32,4tYSBptyGeVyZsk8JC4JHZ
I Don’t Text Back (feat. Yeat),YoungBoy Never Broke Again,52,7wlFDEWiM5OoIAt8RSli8b
Major,TYTE,47,7tZGTRQqodQhyEge62RDSD
Uh Uh (feat. Playboi Carti),Chief Keef,9,15iVAtD3s3FsQR4w1v6M0P
BIGGEST BIRD (feat. Summrs),Trippie Redd,52,6Xgp2XMz1fhVYe7i6yNAax
Maserati (feat. YNW Melly),Foolie,51,7k0SyHLN5Cybruol7oJzGV
Manute Bol,BabyTron,62,0sKsReKseslDlhxmbN6wLk
trademark usa,Baby Keem,74,5SXuuuRpukkTvsLuUknva1
range brothers (with Kendrick Lamar),Baby Keem,64,5SXuuuRpukkTvsLuUknva1
family ties (with Kendrick Lamar),Baby Keem,76,5SXuuuRpukkTvsLuUknva1
durag activity (with Travis Scott),Baby Keem,63,5SXuuuRpukkTvsLuUknva1
first order of business,Baby Keem,61,5SXuuuRpukkTvsLuUknva1
No Man,Juicy J,66,5gCRApTajqwbnHHPbr2Fpi
Me or Sum (feat. Future & Lil Baby),Nardo Wick,71,0Njy6yR9LykNKYg9yE23QN
SB5 (feat. Sada Baby),Lil Yachty,49,6icQOAFXDZKsumw3YXyusw
Hybrid (feat. Baby Tron),Lil Yachty,51,6icQOAFXDZKsumw3YXyusw
Missiles (feat. Trippie Redd),Lil Gnar,51,3EIX8WuD9ybB4ruz0MSilB
If You Ain't From My Hood (feat. Juicy J & DJ Paul),Project Pat,52,08Ld63UgKrJ0nZnCkzHtzc
Moonwalking in Calabasas Remix,DDG,48,0WK3H9OErSn5zKOkOV5egm
Do Not Disturb,Drake,0,3TVXtAsR1Inumwj472S9r4
Free Whooski,Mac-K the K Baby,44,3FNlDQ7qGaXOstDOOwt6oK
Live From The Gutta!,DC The Don,0,3YYbAExunnHv5pW7GUZefk
Diamonds & Rubies,DC The Don,0,3YYbAExunnHv5pW7GUZefk
ENEMIES,DC The Don,0,3YYbAExunnHv5pW7GUZefk
RIRIS & KYLIES,DC The Don,0,3YYbAExunnHv5pW7GUZefk
Telfar...,DC The Don,0,3YYbAExunnHv5pW7GUZefk
MAKAVELI,DC The Don,0,3YYbAExunnHv5pW7GUZefk
Donny’s Revenge,DC The Don,1,3YYbAExunnHv5pW7GUZefk
PSA,SugarHill Keem,52,7DY7ygEiVKNki7ZIPnZoNB
REROUT3,DC The Don,0,3YYbAExunnHv5pW7GUZefk
